mserp_addressbooknames,mserp_dataarea,mserp_dirpartytablebientityid,mserp_instancerelationtype,mserp_instancerelationtype_bigint,mserp_knownas,mserp_languageid,mserp_name,mserp_namealias,mserp_partynumber,mserp_primaryaddresslocation,mserp_primaryaddresslocation_bigint,mserp_primarycontactemail,mserp_primarycontactemail_bigint,mserp_primarycontactfacebook,mserp_primarycontactfacebook_bigint,mserp_primarycontactfax,mserp_primarycontactfax_bigint,mserp_primarycontactlinkedin,mserp_primarycontactlinkedin_bigint,mserp_primarycontactphone,mserp_primarycontactphone_bigint,mserp_primarycontacttelex,mserp_primarycontacttelex_bigint,mserp_primarycontacttwitter,mserp_primarycontacttwitter_bigint,mserp_primarycontacturl,mserp_primarycontacturl_bigint,mserp_sourcekey,mserp_sourcekey_bigint,versionnumber
RetailCust;USRTCentrl;USRTEast;USRTWest,,00006cdf-0000-0000-4a50-253d0c000000,13271,13271,,en-us,Phyllis Merritt,Phyllis Merritt,000001923,52565475631,52565475631,52565441517,52565441517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52565463114,52565463114,NULL
RetailCust;USRTCentrl;USRTEast;USRTWest,,00006cdf-0000-0000-4b50-253d0c000000,13271,13271,,en-us,Fred  Worsham,Fred Worsham,000001925,52565475633,52565475633,52565441518,52565441518,0,0,0,0,0,0,52565441519,52565441519,0,0,0,0,0,0,52565463115,52565463115,NULL
RetailCust;USRTCentrl;USRTEast;USRTWest,,00006cdf-0000-0000-4c50-253d0c000000,13271,13271,,en-us,Charlie Tolley,Charlie Tolley,000001927,52565475635,52565475635,52565441521,52565441521,0,0,0,0,0,0,52565441520,52565441520,0,0,0,0,0,0,52565463116,52565463116,NULL
RetailCust;USRTCentrl;USRTEast;USRTWest,,00006cdf-0000-0000-4d50-253d0c000000,13271,13271,,en-us,Ward Banner,Ward Banner,000001929,52565475637,52565475637,52565441522,52565441522,0,0,0,0,0,0,52565441523,52565441523,0,0,0,0,0,0,52565463117,52565463117,NULL
,,00006cdf-0000-0000-4b20-000010000000,2077,2077,,en-us,LTL Vendor,LTL Vendor,000001952,68719480213,68719480213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719485003,68719485003,NULL
,,00006cdf-0000-0000-3923-000010000000,2077,2077,,en-us,Transportadora CAR,Transportadora CAR,000001957,68719481714,68719481714,68719479899,68719479899,0,0,0,0,0,0,68719479898,68719479898,0,0,0,0,0,0,68719485753,68719485753,NULL
,,00006cdf-0000-0000-3a23-000010000000,2077,2077,,en-us,NonTax,NonTax,000001958,68719481718,68719481718,68719479903,68719479903,0,0,0,0,0,0,68719479902,68719479902,0,0,0,0,0,0,68719485754,68719485754,NULL
,,00006cdf-0000-0000-2726-000010000000,2077,2077,,en-us,Filial de Serviços,Filial de Serviços,000001959,68719485462,68719485462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719486503,68719486503,NULL
,,00006cdf-0000-0000-2826-000010000000,2077,2077,,en-us,Matriz,Matriz,000001960,68719485464,68719485464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719486504,68719486504,NULL
,,00006cdf-0000-0000-1529-000010000000,13271,13271,,en-us,Lorraine Blevins,Lorraine Blevins,000001961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719487253,68719487253,NULL
,,00006cdf-0000-0000-1729-000010000000,13271,13271,,en-us,Frederic Segal,Frederic Segal,000001963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719487255,68719487255,NULL
,,00006cdf-0000-0000-1829-000010000000,13271,13271,,en-us,Brittany Day,Brittany Day,000001964,0,0,68719484398,68719484398,0,0,0,0,0,0,68719484397,68719484397,0,0,0,0,0,0,68719487256,68719487256,NULL
,,00006cdf-0000-0000-1929-000010000000,13271,13271,,en-us,Carmen Hamilton,Carmen Hamilton,000001965,0,0,68719484400,68719484400,0,0,0,0,0,0,68719484399,68719484399,0,0,0,0,0,0,68719487257,68719487257,NULL
,,00006cdf-0000-0000-1a29-000010000000,13271,13271,,en-us,Roxie Reyes,Roxie Reyes,000001966,0,0,68719484402,68719484402,0,0,0,0,0,0,68719484401,68719484401,0,0,0,0,0,0,68719487258,68719487258,NULL
,SAMF,00006cdf-0000-0000-032c-000010000000,9027,9027,,ar,Contoso Entertainment System Saudi Arabia,Contoso Entertainmen,000001967,68719488462,68719488462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719488003,68719488003,NULL
,,00006cdf-0000-0000-f12e-000010000000,2077,2077,,en-us,CompanyCC,CompanyCC,000001968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719488753,68719488753,NULL
,,00006cdf-0000-0000-f22e-000010000000,2077,2077,,en-us,VISACC,VISACC,000001969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719488754,68719488754,NULL
,,00006cdf-0000-0000-df31-000010000000,2077,2077,,en-us,Contoso company,Contoso company,000001977,68719490714,68719490714,0,0,0,0,0,0,0,0,68719485907,68719485907,0,0,0,0,0,0,68719489503,68719489503,NULL
,,00006cdf-0000-0000-e031-000010000000,2077,2077,,ar,Nama Chemicals,Nama Chemicals,000001978,68719490717,68719490717,0,0,0,0,0,0,0,0,68719485906,68719485906,0,0,0,0,0,0,68719489504,68719489504,NULL
,,00006cdf-0000-0000-e131-000010000000,2077,2077,,ar,Tailspin SA Parts,Tailspin SA Parts,000001979,68719490719,68719490719,0,0,0,0,0,0,0,0,68719485905,68719485905,0,0,0,0,0,0,68719489505,68719489505,NULL
,,00006cdf-0000-0000-e231-000010000000,2077,2077,,ar,One-time vendor SA,One-time vendor SA,000001980,68719490721,68719490721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719489506,68719489506,NULL
,,00006cdf-0000-0000-e331-000010000000,2077,2077,,,SA Witholding tax Authority,SA Witholding tax Au,000001981,68719490723,68719490723,0,0,0,0,0,0,0,0,68719485904,68719485904,0,0,0,0,0,0,68719489507,68719489507,NULL
,,00006cdf-0000-0000-e431-000010000000,2077,2077,,,Krimmley Contracting Company,Krimmley company,000001982,68719490725,68719490725,0,0,0,0,0,0,0,0,68719485908,68719485908,0,0,0,0,0,0,68719489508,68719489508,NULL
,,00006cdf-0000-0000-e531-000010000000,2077,2077,,en-us,Orchid SA shoppers,Orchid SA shoppers,000001983,68719490732,68719490732,0,0,0,0,0,0,0,0,68719485909,68719485909,0,0,0,0,0,0,68719489509,68719489509,NULL
,,00006cdf-0000-0000-e631-000010000000,2077,2077,,ar,Saudi Oger,Saudi Oger,000001984,68719490734,68719490734,0,0,0,0,0,0,0,0,68719485910,68719485910,0,0,0,0,0,0,68719489510,68719489510,NULL
,,00006cdf-0000-0000-e731-000010000000,2077,2077,,ar,Zamil Steel Holding,Zamil Steel Holding,000001985,68719490736,68719490736,0,0,0,0,0,0,0,0,68719485911,68719485911,0,0,0,0,0,0,68719489511,68719489511,NULL
,,00006cdf-0000-0000-e831-000010000000,2077,2077,,ar,Saudi Aramco,Saudi Aramco,000001986,68719490738,68719490738,0,0,0,0,0,0,0,0,68719485912,68719485912,0,0,0,0,0,0,68719489512,68719489512,NULL
,,00006cdf-0000-0000-e931-000010000000,13271,13271,,,Salman Khan,Salman Khan,000001987,68719490740,68719490740,68719485914,68719485914,0,0,0,0,0,0,68719485913,68719485913,0,0,0,0,0,0,68719489513,68719489513,NULL
,,00006cdf-0000-0000-ea31-000010000000,13271,13271,,ar,Javeed Aktar,Javeed Aktar,000001988,68719490741,68719490741,68719485916,68719485916,0,0,0,0,0,0,68719485915,68719485915,0,0,0,0,0,0,68719489514,68719489514,NULL
,THMF,00006cdf-0000-0000-cd34-000010000000,9027,9027,,th,Contoso Entertainment System Thailand,Contoso Entertainmen,000001989,68719492213,68719492213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719490253,68719490253,NULL
,,00006cdf-0000-0000-bb37-000010000000,2077,2077,,th,Thailand tax authority,Thailand tax authori,000001991,68719494463,68719494463,0,0,0,0,0,0,0,0,68719487398,68719487398,0,0,0,0,0,0,68719491003,68719491003,NULL
,,00006cdf-0000-0000-bc37-000010000000,2077,2077,,en-us,Fabrikam TH Ltd,Fabrikam TH Ltd,000001992,68719494466,68719494466,0,0,0,0,0,0,0,0,68719487400,68719487400,0,0,0,0,0,0,68719491004,68719491004,NULL
,,00006cdf-0000-0000-bd37-000010000000,2077,2077,,th,Tailspin TH Parts,Tailspin TH Parts,000001993,68719494469,68719494469,0,0,0,0,0,0,0,0,68719487402,68719487402,0,0,0,0,0,0,68719491005,68719491005,NULL
,,00006cdf-0000-0000-be37-000010000000,2077,2077,,th,OPS Group of Companies,OPS Group of Compani,000001994,68719494472,68719494472,0,0,0,0,0,0,0,0,68719487405,68719487405,0,0,0,0,0,0,68719491006,68719491006,NULL
,,00006cdf-0000-0000-bf37-000010000000,2077,2077,,th,Charoen Pokphand,Charoen Pokphand,000001995,68719494475,68719494475,0,0,0,0,0,0,0,0,68719487407,68719487407,0,0,0,0,0,0,68719491007,68719491007,NULL
,,00006cdf-0000-0000-c037-000010000000,2077,2077,,th,One time vendor TH,One time vendor TH,000001996,68719494478,68719494478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719491008,68719491008,NULL
,,00006cdf-0000-0000-c137-000010000000,2077,2077,,th,Royal Orchid TH,Royal Orchid TH,000001997,68719494481,68719494481,0,0,0,0,0,0,0,0,68719487410,68719487410,0,0,0,0,0,0,68719491009,68719491009,NULL
,,00006cdf-0000-0000-c237-000010000000,2077,2077,,th,Sunflower Wholesales TH,Sunflower Wholesales,000001998,68719494483,68719494483,0,0,0,0,0,0,0,0,68719487411,68719487411,0,0,0,0,0,0,68719491010,68719491010,NULL
,,00006cdf-0000-0000-c337-000010000000,2077,2077,,th,Indorama Ventures,Indorama Ventures,000001999,68719494485,68719494485,0,0,0,0,0,0,0,0,68719487412,68719487412,0,0,0,0,0,0,68719491011,68719491011,NULL
,,00006cdf-0000-0000-c437-000010000000,2077,2077,,en-us,Liberty Brass Turning CO,Liberty Brass Turnin,000002000,68719494487,68719494487,0,0,0,0,0,0,0,0,68719487413,68719487413,0,0,0,0,0,0,68719491012,68719491012,NULL
,,00006cdf-0000-0000-c537-000010000000,13271,13271,,th,Aaliyah,Aaliyah,000002001,68719494488,68719494488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719491013,68719491013,NULL
,,00006cdf-0000-0000-c637-000010000000,13271,13271,,th,Albert D'souza,Albert D'souza,000002002,68719494489,68719494489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719491014,68719491014,NULL
,,00006cdf-0000-0000-a93a-000010000000,8363,8363,,,USP2 Base,USP2 Base,000002003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719491753,68719491753,NULL
,,00006cdf-0000-0000-973d-000010000000,2077,2077,,th,Thailand VAT authority,Thailand VAT authori,000002005,68719495213,68719495213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719492503,68719492503,NULL
,,00006cdf-0000-0000-8540-000010000000,2077,2077,,en-us,Perfect Coating Solutions,Perfect,000002006,68719495963,68719495963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719493253,68719493253,NULL
,,00006cdf-0000-0000-8640-000010000000,2077,2077,,en-us,Ideal machining Corp,Ideal machining Corp,000002007,68719495965,68719495965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719493254,68719493254,NULL
,ITCO,00006cdf-0000-0000-2b4f-000010000000,9027,9027,,,Contoso Italy,Contoso Italy,000002015,68719523714,68719523714,68719494898,68719494898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719497003,68719497003,NULL
Rome,,00006cdf-0000-0000-1952-000010000000,2077,2077,,en-us,Domestic vendor,Domestic vendor,000002016,0,0,0,0,0,0,0,0,0,0,68719491148,68719491148,0,0,0,0,0,0,68719497753,68719497753,NULL
Amsterdam,,00006cdf-0000-0000-1a52-000010000000,2077,2077,,,UE Vendor,UE Vendor,000002017,68719501214,68719501214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719497754,68719497754,NULL
Rome,,00006cdf-0000-0000-1b52-000010000000,2077,2077,,,WITHHOLDING TAX VENDOR,WITHHOLDING,000002018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719497755,68719497755,NULL
,,00006cdf-0000-0000-0755-000010000000,2077,2077,,en-us,Italian Tax Authority,Italian Tax Authorit,000002019,68719503468,68719503468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719498503,68719498503,NULL
,,00006cdf-0000-0000-f557-000010000000,2077,2077,,en-us,Customer Domestic,Customer Domestic,000002021,68719523715,68719523715,68719500900,68719500900,0,0,0,0,0,0,68719500899,68719500899,0,0,0,0,0,0,68719499253,68719499253,NULL
,,00006cdf-0000-0000-e35a-000010000000,2077,2077,,en-us,Customer EU,Customer EU,000002022,68719501212,68719501212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719500003,68719500003,NULL
,,00006cdf-0000-0000-e45a-000010000000,2077,2077,,,SEPACreditTransferVendor,SEPACreditTransferVe,000002024,68719501216,68719501216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719500004,68719500004,NULL
,,00006cdf-0000-0000-e55a-000010000000,13271,13271,,,Constoso TestWorker,Constoso TestWorker,000002025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719500005,68719500005,NULL
,,00006cdf-0000-0000-d15d-000010000000,2077,2077,,it,SEPADirectDebitCustomer,SEPADirectDebitCusto,000002026,68719501962,68719501962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719500753,68719500753,NULL
,,00006cdf-0000-0000-bf60-000010000000,2077,2077,,en-us,Black listed vendor,Black listed vendor,000002027,68719502713,68719502713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719501503,68719501503,NULL
,,00006cdf-0000-0000-ad63-000010000000,2077,2077,,en-us,Extra EU Vendor (US),Extra EU Vendor (US),000002028,68719503463,68719503463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719502253,68719502253,NULL
,,00006cdf-0000-0000-ae63-000010000000,2077,2077,,en-us,Customer PA,Customer PA,000002029,68719503466,68719503466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719502254,68719502254,NULL
,,00006cdf-0000-0000-9b66-000010000000,13271,13271,,en-us,Kim Nelson,Kim Nelson,000002055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719503003,68719503003,NULL
,,00006cdf-0000-0000-8969-000010000000,13271,13271,,en-us,Tanner Gray,Tanner Gray,000002130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719503753,68719503753,NULL
,,00006cdf-0000-0000-776c-000010000000,2077,2077,,en-in,GST Authority,GST Authority,000002155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719504503,68719504503,NULL
,,00006cdf-0000-0000-656f-000010000000,8363,8363,,en-us,San Francisco,San Francisco,000002230,68719517712,68719517712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719505253,68719505253,NULL
,,00006cdf-0000-0000-666f-000010000000,8363,8363,,en-us,Fabrikam extended online store,Fabrikam,000002231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719505254,68719505254,NULL
SanFrancis;SanJose,,00006cdf-0000-0000-676f-000010000000,13271,13271,,en-us,Andrew Collette,Andrew Collette,000002232,68719516213,68719516213,0,0,0,0,0,0,0,0,68719497898,68719497898,0,0,0,0,0,0,68719505255,68719505255,NULL
,,00006cdf-0000-0000-5372-000010000000,8363,8363,,en-us,Fashion call center,Fashion call center,000002255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719506003,68719506003,NULL
,,00006cdf-0000-0000-4175-000010000000,8363,8363,,en-us,San Jose,San Jose,000002280,68719517714,68719517714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719506753,68719506753,NULL
,,00006cdf-0000-0000-2f78-000010000000,13271,13271,,en-us,Rahul Prajapati,Rahul Prajapati,000002355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719507503,68719507503,NULL
,USPM,00006cdf-0000-0000-1d7b-000010000000,9027,9027,,,Contoso Robotics USA,Contoso Robotics USA,000002380,68719519962,68719519962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719508253,68719508253,NULL
,GBPM,00006cdf-0000-0000-1e7b-000010000000,9027,9027,,en-us,Contoso Robotics UK,Beatriz Northon,000002381,68719519963,68719519963,68719500147,68719500147,0,0,0,0,0,0,68719500148,68719500148,0,0,0,0,0,0,68719508254,68719508254,NULL
,THPM,00006cdf-0000-0000-1f7b-000010000000,9027,9027,,en-us,Contoso Robotics Thailand,Harry Lakeside,000002382,68719519964,68719519964,68719500149,68719500149,0,0,0,0,0,0,68719500150,68719500150,0,0,0,0,0,0,68719508255,68719508255,NULL
,,00006cdf-0000-0000-0b7e-000010000000,6926,6926,,en-us,High-line speaker Product Team,High-line speaker Pr,000002405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719509003,68719509003,NULL
,,00006cdf-0000-0000-0c7e-000010000000,6926,6926,,en-us,Speaker Design High-line,Speaker Design High-,000002406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719509004,68719509004,NULL
,,00006cdf-0000-0000-0d7e-000010000000,6926,6926,,en-us,Speaker Design Classic,Speaker Design Class,000002407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719509005,68719509005,NULL
,,00006cdf-0000-0000-0e7e-000010000000,6926,6926,,en-us,Speaker Design Ultimate Line,Speaker Design Ultim,000002408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719509006,68719509006,NULL
,,00006cdf-0000-0000-0f7e-000010000000,13271,13271,,en-us,Andre Kafig,Andre Kafig,000002383,0,0,68719500151,68719500151,0,0,0,0,0,0,68719500152,68719500152,0,0,0,0,0,0,68719509007,68719509007,NULL
,,00006cdf-0000-0000-107e-000010000000,13271,13271,,en-us,Joe Dunroe,Joe Dunroe,000002384,0,0,68719500153,68719500153,0,0,0,0,0,0,68719500154,68719500154,0,0,0,0,0,0,68719509008,68719509008,NULL
,,00006cdf-0000-0000-117e-000010000000,13271,13271,,en-us,Mikkel Goldfield,Mikkel Goldfield,000002385,0,0,68719500155,68719500155,0,0,0,0,0,0,68719500156,68719500156,0,0,0,0,0,0,68719509009,68719509009,NULL
,,00006cdf-0000-0000-127e-000010000000,13271,13271,,en-us,Caitlin Globe,Caitlin Globe,000002386,0,0,68719500157,68719500157,0,0,0,0,0,0,68719500158,68719500158,0,0,0,0,0,0,68719509010,68719509010,NULL
,,00006cdf-0000-0000-137e-000010000000,13271,13271,,en-us,Linda Netterson,Linda Netterson,000002387,0,0,68719500159,68719500159,0,0,0,0,0,0,68719500160,68719500160,0,0,0,0,0,0,68719509011,68719509011,NULL
,,00006cdf-0000-0000-147e-000010000000,13271,13271,,en-us,Hank Schmits,Hank Schmits,000002388,0,0,68719500161,68719500161,0,0,0,0,0,0,68719500162,68719500162,0,0,0,0,0,0,68719509012,68719509012,NULL
,,00006cdf-0000-0000-157e-000010000000,13271,13271,,en-us,Uma Gregerson,Uma Gregerson,000002389,0,0,68719500163,68719500163,0,0,0,0,0,0,68719500164,68719500164,0,0,0,0,0,0,68719509013,68719509013,NULL
,,00006cdf-0000-0000-167e-000010000000,13271,13271,,en-us,Beatriz Northon,Beatriz Northon,000002422,0,0,0,0,0,0,0,0,0,0,68719500169,68719500169,0,0,0,0,0,0,68719509014,68719509014,NULL
,,00006cdf-0000-0000-177e-000010000000,13271,13271,,en-us,Harry Lakeside,Harry Lakeside,000002424,0,0,68719500172,68719500172,0,0,0,0,0,0,68719500171,68719500171,0,0,0,0,0,0,68719509015,68719509015,NULL
,,00006cdf-0000-0000-0fa7-000010000000,13271,13271,,,Allison Dickson,Allison Dickson,000002457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719519503,68719519503,NULL
,,00006cdf-0000-0000-10a7-000010000000,13271,13271,,en-us,Ashley Chinn,Ashley Chinn,000002458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719519504,68719519504,NULL
,,00006cdf-0000-0000-11a7-000010000000,8363,8363,,en-us,AW Business online store,AW Business online s,000002506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719519505,68719519505,NULL
,,00006cdf-0000-0000-12a7-000010000000,8363,8363,,en-us,São Paulo,São Paulo,000002530,22565431507,22565431507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719519506,68719519506,NULL
,,00006cdf-0000-0000-13a7-000010000000,8363,8363,,en-us,Rio de Janeiro,Rio de Janeiro,000002531,68719523717,68719523717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719519507,68719519507,NULL
RetailCust,,00006cdf-0000-0000-adad-000010000000,2077,2077,,en-us,Fabrikam B2B,Fabrikam B2B,000002605,68719526754,68719526754,68719502784,68719502784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521197,68719521197,NULL
RetailCust,,00006cdf-0000-0000-aead-000010000000,13271,13271,,en-us,Shane Wilson,Shane Wilson,000002607,68719526756,68719526756,68719502785,68719502785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521198,68719521198,NULL
RetailCust,,00006cdf-0000-0000-afad-000010000000,13271,13271,,en-us,Adriana Smith,Adriana Smith,000002609,68719526758,68719526758,68719502786,68719502786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521199,68719521199,NULL
RetailCust,,00006cdf-0000-0000-b0ad-000010000000,13271,13271,,en-us,Customer No_credit,Customer No_credit,000002631,68719526759,68719526759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521200,68719521200,NULL
RetailCust,,00006cdf-0000-0000-b1ad-000010000000,13271,13271,,en-us,Customer Some_credit,Customer Some_credit,000002634,68719526760,68719526760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521201,68719521201,NULL
RetailCust,,00006cdf-0000-0000-b2ad-000010000000,13271,13271,,en-us,Customer Large_credit,Customer Large_credi,000002636,68719526761,68719526761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521202,68719521202,NULL
RetailCust,,00006cdf-0000-0000-b3ad-000010000000,2077,2077,,en-us,Customer_InvoiceAccount,Customer_InvoiceAcco,000002637,68719526762,68719526762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521203,68719521203,NULL
RetailCust,,00006cdf-0000-0000-b4ad-000010000000,13271,13271,,en-us,Customer NoCredit_InvoiceAccount,Customer NoCredit_In,000002639,68719526763,68719526763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521204,68719521204,NULL
,,00006cdf-0000-0000-b5ad-000010000000,13271,13271,,en-us,Rowan Murphy,Rowan Murphy,000002680,68719526766,68719526766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521205,68719521205,NULL
,,00006cdf-0000-0000-b6ad-000010000000,13271,13271,,en-us,Kayla Lewis,Kayla Lewis,000002705,68719526767,68719526767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521206,68719521206,NULL
,,00006cdf-0000-0000-b7ad-000010000000,13271,13271,,en-us,Rory Nguyen,Rory Nguyen,000002706,68719526768,68719526768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521207,68719521207,NULL
,,00006cdf-0000-0000-b8ad-000010000000,13271,13271,,en-us,Monica Thompson,Monica Thompson,000002707,68719526769,68719526769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521208,68719521208,NULL
,,00006cdf-0000-0000-b9ad-000010000000,13271,13271,,en-us,Oscar Ward,Oscar Ward,000002708,68719526770,68719526770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521209,68719521209,NULL
,,00006cdf-0000-0000-baad-000010000000,13271,13271,,en-us,Maya Robinson,Maya Robinson,000002709,68719526771,68719526771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521210,68719521210,NULL
,,00006cdf-0000-0000-bbad-000010000000,13271,13271,,en-us,Graham Barnes,Graham Barnes,000002710,68719526772,68719526772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521211,68719521211,NULL
,,00006cdf-0000-0000-bcad-000010000000,13271,13271,,en-us,Olivia Wilson,Olivia Wilson,000002711,68719526773,68719526773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521212,68719521212,NULL
,,00006cdf-0000-0000-bdad-000010000000,13271,13271,,en-us,Violet Martinez,Violet Martinez,000002712,68719526774,68719526774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521213,68719521213,NULL
,,00006cdf-0000-0000-bead-000010000000,13271,13271,,en-us,Felix Henderson,Felix Henderson,000002713,68719526775,68719526775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521214,68719521214,NULL
,,00006cdf-0000-0000-bfad-000010000000,13271,13271,,en-us,Kendall Collins,Kendall Collins,000002714,68719526776,68719526776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521215,68719521215,NULL
,,00006cdf-0000-0000-c0ad-000010000000,13271,13271,,en-us,Robin Kline,Robin Kline,000002715,68719526777,68719526777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521216,68719521216,NULL
,,00006cdf-0000-0000-c1ad-000010000000,13271,13271,,en-us,Eric Solomon,Eric Solomon,000002716,68719526778,68719526778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521217,68719521217,NULL
,,00006cdf-0000-0000-c2ad-000010000000,13271,13271,,en-us,Eugenia Lopez,Eugenia Lopez,000002717,68719526779,68719526779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521218,68719521218,NULL
,,00006cdf-0000-0000-c3ad-000010000000,13271,13271,,en-us,Kai Carter,Kai Carter,000002718,68719526780,68719526780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68719521219,68719521219,NULL
